                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.62552,                0.43634,                 0.9713,                0.76763,                  0.531,                0.58827,                0.34834,                 1.5323,                 1.3475,                 1.8216,             0.00056663,             0.00056663,             0.00056663
                    155,                0.66516,                0.45907,                0.99515,                0.84923,                0.49366,                0.60562,                0.35949,                 1.5613,                 1.3123,                 1.8289,             0.00056597,             0.00056597,             0.00056597
                    156,                0.65304,                 0.4407,                0.96927,                0.80365,                0.53007,                0.61698,                 0.3711,                 1.5376,                 1.2384,                 1.8222,             0.00056531,             0.00056531,             0.00056531
                    157,                0.64308,                 0.4425,                0.98534,                0.82333,                0.51203,                0.59695,                0.36013,                 1.5287,                 1.2681,                  1.785,             0.00056465,             0.00056465,             0.00056465
                    158,                0.62643,                0.43134,                0.97623,                0.76813,                0.53976,                0.60674,                0.36335,                 1.5292,                 1.2051,                 1.8012,             0.00056399,             0.00056399,             0.00056399
                    159,                0.64042,                0.43631,                0.96493,                0.79838,                 0.5122,                 0.5947,                0.35699,                 1.5112,                 1.2366,                 1.7908,             0.00056333,             0.00056333,             0.00056333
                    160,                0.61602,                0.41986,                0.96452,                0.83537,                  0.513,                0.59605,                0.35526,                 1.5018,                 1.2978,                 1.7658,             0.00056267,             0.00056267,             0.00056267
                    161,                0.60805,                0.42075,                0.96945,                 0.8115,                 0.5275,                0.61152,                0.34974,                 1.5462,                 1.2475,                 1.8128,             0.00056201,             0.00056201,             0.00056201
                    162,                0.62305,                0.42587,                0.96775,                0.80482,                0.52634,                 0.6165,                0.35875,                 1.5029,                 1.2582,                 1.7757,             0.00056135,             0.00056135,             0.00056135
                    163,                0.66525,                0.44779,                0.98757,                0.80353,                0.53897,                0.61023,                0.36179,                 1.5001,                 1.2271,                 1.7558,             0.00056069,             0.00056069,             0.00056069
                    164,                0.64446,                0.42991,                0.96417,                0.75338,                0.55085,                 0.6121,                0.35784,                 1.5748,                 1.2506,                 1.8485,             0.00056003,             0.00056003,             0.00056003
                    165,                0.62773,                0.43114,                0.97461,                0.81156,                0.54838,                0.61838,                0.36734,                 1.5311,                 1.1439,                 1.8166,             0.00055937,             0.00055937,             0.00055937
                    166,                0.59861,                0.42192,                0.96073,                0.80445,                0.52972,                0.60659,                0.34972,                 1.5303,                 1.2232,                 1.7895,             0.00055871,             0.00055871,             0.00055871
                    167,                0.62448,                0.41726,                0.95748,                 0.8202,                0.51108,                0.58671,                0.34958,                 1.5246,                 1.2101,                  1.797,             0.00055805,             0.00055805,             0.00055805
                    168,                0.62908,                0.42409,                0.96954,                0.84925,                0.52316,                0.59938,                0.35229,                 1.5347,                 1.2119,                 1.8323,             0.00055739,             0.00055739,             0.00055739
                    169,                0.64219,                0.42896,                0.97848,                0.83625,                0.52688,                0.60772,                0.34258,                 1.5636,                 1.1714,                 1.8503,             0.00055672,             0.00055672,             0.00055672
                    170,                0.62741,                0.41636,                0.95785,                0.84461,                 0.5305,                0.61784,                0.35975,                 1.5498,                 1.2165,                 1.8467,             0.00055606,             0.00055606,             0.00055606
                    171,                0.60731,                0.42155,                0.96661,                 0.8121,                0.52404,                0.59817,                0.34629,                 1.5531,                 1.2334,                 1.8658,              0.0005554,              0.0005554,              0.0005554
                    172,                0.59339,                0.40557,                0.96094,                0.83929,                0.50908,                0.58365,                0.34398,                 1.5553,                 1.2695,                 1.8393,             0.00055474,             0.00055474,             0.00055474
                    173,                0.62467,                0.42734,                0.96475,                0.76065,                0.54134,                 0.6028,                0.34752,                 1.5859,                 1.2788,                 1.8427,             0.00055408,             0.00055408,             0.00055408
                    174,                0.61457,                 0.4208,                0.95723,                0.74285,                0.54813,                0.60491,                0.34115,                 1.5836,                 1.2269,                 1.8679,             0.00055342,             0.00055342,             0.00055342
                    175,                0.60964,                0.42486,                0.96226,                0.75882,                0.54126,                0.60162,                0.34859,                 1.5868,                 1.3241,                 1.8548,             0.00055276,             0.00055276,             0.00055276
                    176,                0.62311,                0.42676,                0.96885,                0.79096,                0.51758,                0.59109,                0.34795,                 1.5535,                 1.3475,                 1.8527,              0.0005521,              0.0005521,              0.0005521
                    177,                0.59217,                0.39941,                0.95623,                0.77463,                0.53562,                0.60147,                0.36962,                  1.548,                 1.3495,                 1.7841,             0.00055144,             0.00055144,             0.00055144
                    178,                0.58596,                0.41107,                0.95864,                0.82958,                0.53572,                0.61436,                0.37088,                 1.5077,                 1.2168,                 1.8008,             0.00055078,             0.00055078,             0.00055078
                    179,                0.59758,                0.41033,                0.95307,                0.82014,                0.52013,                0.61364,                0.36551,                 1.5376,                 1.3075,                 1.8148,             0.00055012,             0.00055012,             0.00055012
                    180,                0.60677,                0.40451,                0.95437,                0.80992,                0.54904,                 0.6076,                0.36576,                 1.5354,                  1.231,                 1.8396,             0.00054946,             0.00054946,             0.00054946
                    181,                0.59385,                0.40735,                0.95308,                0.82372,                0.53603,                0.61721,                0.37466,                 1.5207,                 1.1594,                  1.826,              0.0005488,              0.0005488,              0.0005488
                    182,                0.58091,                0.38641,                0.93766,                 0.7445,                0.55975,                0.62875,                0.36976,                  1.526,                 1.1713,                   1.84,             0.00054814,             0.00054814,             0.00054814
                    183,                 0.5755,                 0.3998,                0.95348,                0.85694,                0.52572,                0.62891,                0.37049,                 1.5431,                 1.2381,                  1.825,             0.00054748,             0.00054748,             0.00054748
                    184,                0.57977,                0.40032,                0.95565,                0.76299,                0.54016,                0.61836,                0.36241,                 1.5233,                 1.2026,                 1.8002,             0.00054682,             0.00054682,             0.00054682
                    185,                0.60809,                0.41946,                0.96332,                0.77699,                0.55544,                0.62091,                0.36299,                 1.5472,                 1.2292,                 1.8249,             0.00054616,             0.00054616,             0.00054616
                    186,                0.59889,                0.40477,                0.94837,                0.77048,                0.54507,                0.60724,                0.35626,                 1.5524,                 1.2592,                 1.8269,              0.0005455,              0.0005455,              0.0005455
                    187,                0.58908,                 0.4031,                0.94584,                0.80984,                0.53683,                0.61257,                0.36738,                   1.53,                  1.287,                 1.8091,             0.00054484,             0.00054484,             0.00054484
                    188,                 0.5662,                0.39841,                0.94977,                0.82017,                0.52648,                0.60944,                0.36018,                 1.5224,                 1.2169,                 1.8516,             0.00054418,             0.00054418,             0.00054418
                    189,                0.56972,                0.39239,                0.95049,                0.73857,                0.54424,                0.60234,                0.35366,                 1.5331,                  1.294,                 1.8487,             0.00054352,             0.00054352,             0.00054352
                    190,                0.60123,                0.40815,                0.96485,                 0.7583,                0.55636,                0.61774,                0.37833,                  1.483,                 1.2579,                 1.7557,             0.00054286,             0.00054286,             0.00054286
                    191,                0.59401,                0.40974,                 0.9586,                0.73273,                0.57413,                0.62648,                0.37134,                 1.5212,                 1.2135,                 1.7982,              0.0005422,              0.0005422,              0.0005422
                    192,                0.58174,                0.38575,                 0.9479,                0.79991,                0.56677,                0.62968,                0.37617,                 1.5126,                 1.1462,                 1.8472,             0.00054154,             0.00054154,             0.00054154
                    193,                0.56317,                0.37444,                0.93308,                0.76023,                0.55871,                0.62523,                0.36644,                 1.5193,                 1.2167,                  1.839,             0.00054088,             0.00054088,             0.00054088
                    194,                0.56172,                0.38544,                0.94068,                 0.7998,                0.54066,                0.61731,                0.36721,                 1.5034,                 1.2438,                 1.8051,             0.00054022,             0.00054022,             0.00054022
                    195,                0.56971,                0.38756,                0.95313,                0.81172,                0.53074,                0.61373,                0.36013,                 1.5522,                 1.2296,                 1.8821,             0.00053956,             0.00053956,             0.00053956
                    196,                0.58284,                0.39256,                 0.9551,                0.77348,                0.55668,                0.62138,                0.37734,                 1.5459,                 1.1871,                 1.8811,              0.0005389,              0.0005389,              0.0005389
                    197,                0.58339,                0.39702,                0.95028,                0.79541,                0.55355,                0.61955,                0.37449,                 1.5354,                 1.1835,                 1.8762,             0.00053824,             0.00053824,             0.00053824
                    198,                0.57817,                0.39123,                0.94215,                0.82192,                0.53643,                0.62251,                0.37127,                 1.5042,                 1.1923,                 1.8072,             0.00053758,             0.00053758,             0.00053758
                    199,                 0.5642,                0.38233,                 0.9352,                0.80758,                0.53084,                 0.6135,                0.36972,                 1.4904,                 1.2043,                 1.8427,             0.00053691,             0.00053691,             0.00053691
                    200,                0.56259,                0.38472,                0.94325,                0.79828,                0.53706,                0.61271,                0.36535,                  1.515,                 1.2664,                 1.8354,             0.00053625,             0.00053625,             0.00053625
                    201,                0.55734,                 0.3789,                0.94246,                0.77858,                0.54187,                0.59767,                0.36178,                 1.5278,                 1.3375,                 1.8111,             0.00053559,             0.00053559,             0.00053559
                    202,                0.55575,                0.38031,                0.93214,                 0.8397,                0.50286,                 0.6125,                0.36738,                 1.5194,                 1.3012,                 1.8075,             0.00053493,             0.00053493,             0.00053493
                    203,                0.56558,                0.37709,                0.93944,                 0.7437,                0.56901,                 0.6321,                0.37494,                 1.5227,                   1.23,                 1.8225,             0.00053427,             0.00053427,             0.00053427
                    204,                 0.5685,                0.38772,                0.94098,                0.78024,                0.52529,                0.61356,                0.35068,                 1.5596,                 1.2509,                 1.8501,             0.00053361,             0.00053361,             0.00053361
                    205,                0.55036,                0.38168,                0.93299,                0.83733,                 0.4905,                0.59793,                0.34888,                 1.5491,                 1.2588,                 1.8581,             0.00053295,             0.00053295,             0.00053295
                    206,                0.55464,                0.38003,                0.94393,                 0.7218,                0.53381,                0.58724,                0.34717,                 1.5773,                 1.3749,                 1.8624,             0.00053229,             0.00053229,             0.00053229
                    207,                0.56085,                0.38532,                 0.9457,                0.80327,                0.52412,                0.60506,                0.35828,                 1.5807,                   1.28,                 1.8831,             0.00053163,             0.00053163,             0.00053163
                    208,                0.55538,                0.37612,                0.93497,                0.81994,                0.52744,                0.62329,                0.36201,                 1.5437,                 1.2632,                 1.8434,             0.00053097,             0.00053097,             0.00053097
                    209,                0.55666,                0.37979,                0.94271,                0.74893,                0.54846,                0.61893,                0.36044,                 1.5126,                 1.1792,                 1.8312,             0.00053031,             0.00053031,             0.00053031
                    210,                0.56992,                0.38311,                0.93745,                0.74359,                0.54847,                0.61441,                0.36553,                 1.5173,                 1.1614,                 1.8338,             0.00052965,             0.00052965,             0.00052965
                    211,                0.53378,                0.37294,                0.93489,                0.81452,                0.52499,                0.61621,                0.36949,                  1.541,                 1.3371,                 1.8195,             0.00052899,             0.00052899,             0.00052899
                    212,                 0.5485,                0.38007,                0.93496,                0.81034,                0.52807,                0.61612,                0.36286,                 1.5533,                 1.2497,                 1.8551,             0.00052833,             0.00052833,             0.00052833
                    213,                0.53848,                0.36722,                0.93334,                0.82918,                0.49485,                 0.5909,                0.35839,                 1.5406,                 1.2762,                 1.8628,             0.00052767,             0.00052767,             0.00052767
                    214,                0.55192,                0.36817,                 0.9327,                0.80107,                0.53025,                0.61265,                0.37004,                 1.5509,                  1.257,                 1.8926,             0.00052701,             0.00052701,             0.00052701
                    215,                0.55051,                0.36578,                0.91813,                0.78707,                0.53313,                0.61226,                 0.3683,                  1.521,                 1.2402,                 1.8481,             0.00052635,             0.00052635,             0.00052635
                    216,                0.54293,                0.37212,                0.93416,                 0.8022,                0.52166,                0.60462,                0.36768,                 1.5226,                 1.2498,                 1.8154,             0.00052569,             0.00052569,             0.00052569
                    217,                0.54931,                0.38114,                0.94152,                0.77548,                0.52131,                0.60122,                 0.3627,                 1.5187,                 1.3309,                 1.8172,             0.00052503,             0.00052503,             0.00052503
                    218,                0.54986,                 0.3684,                0.92018,                0.77477,                0.53153,                0.61239,                0.36165,                 1.5201,                 1.2666,                 1.8492,             0.00052437,             0.00052437,             0.00052437
                    219,                0.55327,                0.37318,                0.92734,                0.78483,                0.53543,                0.60291,                0.37187,                 1.5229,                 1.2858,                 1.8406,             0.00052371,             0.00052371,             0.00052371
                    220,                0.54661,                0.37385,                0.93324,                0.84109,                 0.5253,                0.62559,                 0.3788,                 1.5507,                 1.3158,                 1.8433,             0.00052305,             0.00052305,             0.00052305
                    221,                 0.5369,                0.36203,                0.93981,                0.77915,                0.54219,                 0.6252,                0.37637,                  1.522,                 1.2703,                 1.8471,             0.00052239,             0.00052239,             0.00052239
                    222,                0.53607,                0.35652,                0.92674,                0.82349,                0.53806,                0.62423,                0.36365,                  1.538,                 1.2685,                 1.8709,             0.00052173,             0.00052173,             0.00052173
                    223,                 0.5511,                0.37642,                0.94757,                0.83157,                0.52839,                0.61823,                0.36406,                 1.5269,                 1.2794,                 1.8399,             0.00052107,             0.00052107,             0.00052107
                    224,                0.53965,                0.36565,                 0.9291,                0.77761,                0.52791,                0.61346,                0.36178,                 1.5509,                  1.276,                 1.8866,             0.00052041,             0.00052041,             0.00052041
                    225,                0.54916,                0.36821,                0.92673,                0.79963,                0.49998,                0.59885,                0.36302,                 1.5628,                 1.3909,                 1.8636,             0.00051975,             0.00051975,             0.00051975
                    226,                0.51196,                0.35484,                 0.9214,                0.84725,                0.52481,                0.61601,                0.38176,                 1.4977,                 1.1962,                 1.8262,             0.00051909,             0.00051909,             0.00051909
                    227,                0.51847,                0.35034,                0.91586,                 0.8119,                0.52038,                0.61676,                0.38354,                 1.4955,                 1.2865,                 1.8392,             0.00051843,             0.00051843,             0.00051843
                    228,                0.53315,                0.36514,                0.92788,                0.82729,                0.52226,                0.61709,                0.37168,                 1.5471,                  1.243,                 1.8902,             0.00051777,             0.00051777,             0.00051777
                    229,                0.54748,                0.37017,                0.92448,                0.85257,                0.50737,                0.61468,                0.37086,                 1.5242,                 1.2068,                 1.8583,             0.00051711,             0.00051711,             0.00051711
                    230,                0.51805,                0.35008,                0.92072,                0.80242,                0.53345,                0.61826,                0.36758,                  1.507,                 1.3071,                 1.8251,             0.00051644,             0.00051644,             0.00051644
                    231,                0.50768,                0.34545,                0.90859,                 0.8145,                0.52108,                0.60832,                 0.3684,                 1.5136,                 1.3481,                 1.8067,             0.00051578,             0.00051578,             0.00051578
                    232,                0.54489,                0.36747,                0.93259,                0.74866,                 0.5509,                0.61002,                0.36293,                 1.5395,                 1.2907,                 1.8639,             0.00051512,             0.00051512,             0.00051512
                    233,                0.52336,                0.35665,                0.91853,                0.81073,                0.54219,                0.62288,                0.36704,                 1.5271,                  1.262,                 1.8593,             0.00051446,             0.00051446,             0.00051446
                    234,                0.51046,                0.34286,                0.91056,                0.83212,                0.53665,                0.63118,                 0.3733,                 1.5047,                 1.2483,                 1.8038,              0.0005138,              0.0005138,              0.0005138
                    235,                0.55275,                0.37176,                0.93681,                0.82135,                0.54943,                0.62123,                0.36926,                 1.5357,                 1.2517,                 1.8341,             0.00051314,             0.00051314,             0.00051314
                    236,                0.55559,                0.37444,                0.94484,                0.80283,                0.53584,                 0.6171,                0.36358,                 1.5491,                 1.2127,                 1.8501,             0.00051248,             0.00051248,             0.00051248
                    237,                0.51865,                0.35516,                0.91742,                0.80921,                 0.5163,                0.60728,                0.36148,                 1.5604,                 1.2904,                   1.84,             0.00051182,             0.00051182,             0.00051182
                    238,                0.52579,                0.35326,                0.91133,                0.82093,                0.52409,                 0.6285,                  0.377,                 1.5386,                 1.2113,                 1.8654,             0.00051116,             0.00051116,             0.00051116
                    239,                0.52676,                0.35458,                0.92515,                0.80453,                0.53905,                 0.6284,                0.37413,                  1.529,                 1.1762,                 1.8727,              0.0005105,              0.0005105,              0.0005105
                    240,                0.53148,                0.36257,                0.92324,                0.86167,                0.53447,                0.64021,                0.37712,                 1.5053,                 1.2113,                 1.8413,             0.00050984,             0.00050984,             0.00050984
                    241,                0.51249,                0.33731,                0.91642,                0.83469,                0.52367,                0.62009,                0.36954,                 1.4996,                 1.2143,                 1.8375,             0.00050918,             0.00050918,             0.00050918
                    242,                0.52798,                0.35481,                 0.9166,                0.76221,                0.55734,                0.62171,                 0.3711,                 1.4975,                  1.289,                 1.8034,             0.00050852,             0.00050852,             0.00050852
                    243,                0.50677,                0.34881,                0.91562,                0.80417,                0.52513,                0.60804,                0.36224,                 1.5335,                 1.3187,                 1.8533,             0.00050786,             0.00050786,             0.00050786
                    244,                0.53474,                0.36504,                0.93523,                0.80757,                 0.5295,                0.61763,                 0.3609,                 1.5285,                 1.2938,                  1.811,              0.0005072,              0.0005072,              0.0005072
                    245,                0.52305,                0.36501,                0.93099,                0.79552,                0.53009,                 0.5715,                 0.3378,                 1.5409,                 1.3573,                 1.8516,             0.00050654,             0.00050654,             0.00050654
                    246,                 0.5202,                 0.3615,                0.92378,                0.80653,                0.53088,                 0.5917,                0.34853,                 1.5267,                 1.2269,                 1.8611,             0.00050588,             0.00050588,             0.00050588
                    247,                0.52106,                0.36826,                0.93546,                  0.782,                 0.5228,                 0.6041,                0.35552,                  1.531,                 1.2449,                 1.8666,             0.00050522,             0.00050522,             0.00050522
                    248,                0.52406,                0.36492,                0.92498,                0.78716,                0.55124,                0.63307,                0.37528,                 1.5054,                 1.1891,                 1.8288,             0.00050456,             0.00050456,             0.00050456
                    249,                0.54242,                0.36366,                 0.9282,                0.77467,                0.54875,                0.62304,                0.37824,                  1.501,                 1.2143,                 1.8617,              0.0005039,              0.0005039,              0.0005039
                    250,                0.52154,                0.34258,                0.92237,                0.78287,                0.55167,                0.62554,                0.37025,                 1.5316,                 1.2703,                 1.8913,             0.00050324,             0.00050324,             0.00050324
                    251,                0.50288,                0.34486,                0.92182,                0.80519,                0.54909,                0.62808,                0.37575,                 1.5112,                 1.2627,                 1.8546,             0.00050258,             0.00050258,             0.00050258
                    252,                0.52538,                0.36157,                0.92617,                0.72753,                0.56427,                0.62109,                0.36794,                  1.537,                 1.3258,                 1.8542,             0.00050192,             0.00050192,             0.00050192
                    253,                0.52041,                0.35589,                0.92259,                0.75581,                 0.5395,                0.60168,                0.36478,                  1.535,                 1.2777,                 1.8595,             0.00050126,             0.00050126,             0.00050126
                    254,                 0.4977,                0.33436,                0.90442,                0.80787,                0.51618,                0.61326,                0.36459,                 1.5194,                 1.2776,                 1.8423,              0.0005006,              0.0005006,              0.0005006
                    255,                0.50157,                0.32956,                 0.9094,                0.76193,                0.53283,                0.61156,                0.35646,                 1.5409,                 1.3505,                 1.8532,             0.00049994,             0.00049994,             0.00049994
                    256,                 0.5106,                0.34582,                0.92414,                0.79449,                0.52966,                0.61776,                0.36181,                 1.5643,                 1.2939,                 1.8821,             0.00049928,             0.00049928,             0.00049928
                    257,                0.50537,                0.34388,                0.91631,                0.76517,                0.54075,                  0.621,                0.36448,                 1.5484,                 1.2336,                 1.8915,             0.00049862,             0.00049862,             0.00049862
                    258,                0.51491,                0.34552,                0.92428,                0.77744,                0.53185,                0.60934,                0.36694,                 1.5151,                 1.2395,                 1.8552,             0.00049796,             0.00049796,             0.00049796
                    259,                 0.4865,                0.33816,                0.90955,                0.82002,                0.52225,                0.61876,                0.37628,                   1.52,                 1.2741,                 1.8356,              0.0004973,              0.0004973,              0.0004973
                    260,                0.50409,                0.33235,                0.91137,                0.79961,                0.53333,                0.62614,                0.38035,                 1.5426,                 1.2489,                 1.8612,             0.00049663,             0.00049663,             0.00049663
                    261,                 0.4951,                0.33494,                0.90678,                0.82745,                0.51713,                0.61187,                0.36811,                 1.5415,                 1.2058,                 1.8954,             0.00049597,             0.00049597,             0.00049597
                    262,                0.52297,                0.35209,                0.92078,                0.80575,                0.53017,                0.62302,                0.37124,                 1.5246,                 1.2384,                 1.8788,             0.00049531,             0.00049531,             0.00049531
                    263,                0.50483,                0.34884,                0.92323,                0.76539,                0.54135,                0.62325,                0.37031,                 1.5422,                 1.2767,                  1.892,             0.00049465,             0.00049465,             0.00049465
                    264,                0.52068,                0.36025,                0.92135,                0.76145,                0.55594,                0.61587,                0.36455,                 1.5612,                  1.253,                 1.9084,             0.00049399,             0.00049399,             0.00049399
                    265,                 0.5215,                0.35164,                0.92477,                0.77255,                  0.535,                0.61017,                0.36647,                  1.537,                 1.2937,                   1.88,             0.00049333,             0.00049333,             0.00049333
                    266,                0.51024,                 0.3552,                0.91596,                0.81559,                0.50921,                0.60642,                0.36671,                 1.5487,                 1.2935,                 1.8843,             0.00049267,             0.00049267,             0.00049267
                    267,                 0.5003,                0.34405,                0.91968,                0.80459,                0.49962,                0.58759,                0.35655,                 1.5094,                 1.3417,                 1.8282,             0.00049201,             0.00049201,             0.00049201
                    268,                 0.5094,                0.34177,                0.91841,                0.82303,                 0.5019,                0.58189,                0.35109,                 1.5068,                 1.2878,                  1.857,             0.00049135,             0.00049135,             0.00049135
                    269,                0.51554,                 0.3521,                0.91765,                 0.8618,                0.48097,                0.60292,                0.36878,                 1.5338,                 1.3308,                  1.893,             0.00049069,             0.00049069,             0.00049069
                    270,                0.47713,                0.32578,                0.90385,                0.81096,                0.52821,                0.61887,                0.38464,                 1.5147,                 1.2875,                  1.869,             0.00049003,             0.00049003,             0.00049003
                    271,                0.48301,                0.32841,                0.89673,                0.80484,                 0.5207,                0.60338,                0.37993,                 1.5061,                 1.2956,                 1.8664,             0.00048937,             0.00048937,             0.00048937
                    272,                0.50775,                0.33997,                 0.9001,                0.80203,                0.52973,                0.60841,                0.37906,                 1.5062,                 1.2961,                 1.8509,             0.00048871,             0.00048871,             0.00048871
                    273,                0.49056,                0.33849,                0.90051,                0.81852,                0.51255,                0.61112,                0.37382,                 1.5171,                 1.2783,                 1.8603,             0.00048805,             0.00048805,             0.00048805
                    274,                 0.4801,                0.33127,                0.90658,                0.81159,                0.50883,                0.60467,                0.36497,                 1.5059,                 1.2969,                 1.8595,             0.00048739,             0.00048739,             0.00048739
                    275,                0.49414,                0.33258,                0.90668,                0.77837,                0.52547,                0.61574,                 0.3696,                  1.532,                 1.2577,                 1.8744,             0.00048673,             0.00048673,             0.00048673
                    276,                0.49695,                0.32973,                0.90956,                0.78738,                0.54215,                 0.6253,                0.37529,                 1.5241,                 1.3161,                 1.8611,             0.00048607,             0.00048607,             0.00048607
                    277,                 0.5013,                0.34108,                0.91467,                0.80073,                0.52896,                0.61983,                0.37416,                 1.5411,                 1.2745,                 1.8668,             0.00048541,             0.00048541,             0.00048541
                    278,                0.49443,                0.34305,                0.91235,                0.77633,                0.53179,                0.60746,                 0.3697,                 1.5211,                 1.3335,                 1.8371,             0.00048475,             0.00048475,             0.00048475
                    279,                0.48125,                0.33081,                0.91162,                0.75468,                0.54377,                0.60683,                0.36978,                 1.5223,                 1.3163,                 1.8317,             0.00048409,             0.00048409,             0.00048409
                    280,                0.48656,                0.33363,                  0.902,                0.81277,                0.53539,                0.61148,                 0.3661,                 1.5273,                 1.2374,                 1.9201,             0.00048343,             0.00048343,             0.00048343
                    281,                 0.4878,                0.33424,                0.90804,                0.77205,                0.52758,                0.60638,                0.36444,                 1.5512,                 1.2908,                 1.9409,             0.00048277,             0.00048277,             0.00048277
                    282,                0.48087,                0.32221,                0.90601,                0.76471,                0.53408,                0.62156,                 0.3737,                 1.5599,                 1.2576,                 1.9281,             0.00048211,             0.00048211,             0.00048211
                    283,                0.48165,                0.32562,                0.91033,                0.77596,                0.52994,                0.61132,                 0.3678,                 1.5268,                 1.2345,                 1.8884,             0.00048145,             0.00048145,             0.00048145
                    284,                 0.4673,                0.32396,                0.89906,                0.80398,                0.52769,                0.63154,                0.37492,                 1.5408,                  1.298,                 1.8743,             0.00048079,             0.00048079,             0.00048079
                    285,                 0.4793,                0.32123,                0.90047,                0.80266,                0.50214,                0.62473,                0.37039,                 1.5428,                 1.3289,                 1.8606,             0.00048013,             0.00048013,             0.00048013
                    286,                0.46158,                0.31552,                 0.9033,                0.79095,                0.52318,                0.61886,                0.36383,                 1.5715,                 1.2698,                 1.9104,             0.00047947,             0.00047947,             0.00047947
                    287,                0.47195,                0.32169,                0.89846,                0.82126,                0.52552,                0.61436,                0.35992,                 1.5312,                 1.2713,                 1.8828,             0.00047881,             0.00047881,             0.00047881
                    288,                0.48534,                0.33164,                0.90654,                0.77911,                0.52672,                0.61821,                0.36842,                  1.527,                 1.3018,                 1.8538,             0.00047815,             0.00047815,             0.00047815
                    289,                0.49217,                0.32997,                0.91696,                0.78855,                0.54447,                0.62688,                0.37847,                 1.5285,                 1.2317,                 1.8864,             0.00047749,             0.00047749,             0.00047749
                    290,                0.48234,                 0.3209,                0.90946,                0.81126,                0.52548,                0.61751,                0.37148,                 1.5294,                 1.2293,                  1.886,             0.00047682,             0.00047682,             0.00047682
                    291,                0.47938,                0.32331,                0.90896,                0.83903,                0.49618,                0.60661,                0.36334,                 1.5357,                 1.2606,                 1.8712,             0.00047616,             0.00047616,             0.00047616
                    292,                0.49231,                0.33386,                0.90757,                0.75219,                0.52956,                0.60765,                0.36396,                 1.5361,                 1.2597,                 1.8615,              0.0004755,              0.0004755,              0.0004755
                    293,                0.47781,                0.32344,                0.90108,                0.81422,                0.53959,                0.62968,                0.36448,                  1.542,                 1.1966,                 1.8838,             0.00047484,             0.00047484,             0.00047484
                    294,                0.47689,                0.32447,                    0.9,                0.80915,                0.53587,                0.62132,                0.37149,                 1.5295,                 1.2341,                 1.8652,             0.00047418,             0.00047418,             0.00047418
                    295,                0.46595,                 0.3118,                0.90763,                0.81164,                0.52268,                0.61205,                0.36929,                 1.5312,                 1.3192,                 1.8598,             0.00047352,             0.00047352,             0.00047352
                    296,                0.46554,                0.32208,                0.89901,                0.78914,                0.54372,                0.62475,                0.37548,                 1.5483,                 1.2235,                 1.8708,             0.00047286,             0.00047286,             0.00047286
                    297,                 0.4752,                0.32157,                0.89955,                0.79079,                0.52677,                0.60726,                 0.3685,                 1.5541,                 1.2555,                 1.8871,              0.0004722,              0.0004722,              0.0004722
                    298,                0.46727,                0.31873,                0.90363,                0.76084,                0.52293,                0.60297,                0.36838,                 1.5369,                 1.2459,                  1.903,             0.00047154,             0.00047154,             0.00047154
                    299,                 0.4837,                0.33175,                0.90459,                0.77536,                0.53264,                0.61536,                0.37102,                 1.5242,                 1.3516,                 1.8766,             0.00047088,             0.00047088,             0.00047088
                    300,                0.47615,                 0.3191,                0.89917,                 0.7978,                0.55015,                0.62573,                0.37587,                 1.5637,                 1.2719,                 1.9124,             0.00047022,             0.00047022,             0.00047022
                    301,                0.45803,                 0.3077,                0.90368,                 0.7937,                0.54984,                0.62308,                0.37275,                  1.545,                  1.199,                 1.8978,             0.00046956,             0.00046956,             0.00046956
                    302,                 0.4744,                0.33108,                0.91148,                0.77816,                0.53992,                 0.6179,                0.37068,                 1.5224,                   1.22,                 1.8826,              0.0004689,              0.0004689,              0.0004689
                    303,                0.47264,                0.32739,                0.90438,                0.79263,                0.52521,                0.62361,                0.37802,                  1.523,                 1.3042,                 1.8698,             0.00046824,             0.00046824,             0.00046824
                    304,                0.47453,                0.31951,                0.89623,                0.75124,                0.53594,                 0.6152,                0.37243,                 1.5401,                 1.3008,                 1.8875,             0.00046758,             0.00046758,             0.00046758
                    305,                0.46285,                0.31836,                0.91053,                0.79183,                0.52067,                0.60551,                0.36035,                 1.5357,                 1.2258,                 1.8643,             0.00046692,             0.00046692,             0.00046692
                    306,                 0.4565,                0.31297,                0.89009,                 0.7521,                0.54601,                0.60841,                0.35974,                 1.5454,                 1.2029,                 1.9005,             0.00046626,             0.00046626,             0.00046626
                    307,                0.47323,                0.31526,                0.88985,                0.78317,                0.54472,                0.61328,                0.35739,                 1.5391,                 1.2552,                 1.9072,              0.0004656,              0.0004656,              0.0004656
                    308,                0.45397,                0.30872,                0.88314,                0.77899,                0.52993,                0.61652,                0.35864,                 1.5674,                 1.3648,                 1.9163,             0.00046494,             0.00046494,             0.00046494
                    309,                0.46737,                0.31567,                0.89138,                0.74039,                0.54229,                 0.6142,                0.37212,                  1.543,                   1.32,                 1.8858,             0.00046428,             0.00046428,             0.00046428
