                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.2253,                 1.0466,                  1.313,                0.76842,                 0.4326,                0.54292,                0.29306,                  1.575,                 1.4548,                  1.601,             0.00065511,             0.00065511,             0.00065511
                     21,                 1.2339,                 1.0336,                 1.3193,                0.71271,                0.42829,                0.53099,                0.29763,                  1.602,                 1.5065,                 1.6228,             0.00065445,             0.00065445,             0.00065445
                     22,                 1.2105,                0.99197,                 1.3107,                0.74364,                0.47411,                0.56957,                0.31933,                 1.5608,                 1.3436,                 1.5967,             0.00065379,             0.00065379,             0.00065379
                     23,                 1.2006,                0.94584,                 1.2757,                0.57619,                0.55364,                0.55503,                0.31115,                 1.5882,                 1.4028,                 1.6094,             0.00065313,             0.00065313,             0.00065313
                     24,                 1.1832,                 0.9364,                 1.2583,                0.71684,                0.44391,                0.55594,                0.31966,                  1.551,                 1.3958,                 1.6116,             0.00065247,             0.00065247,             0.00065247
                     25,                 1.2025,                0.92894,                 1.2382,                 0.6589,                0.48115,                0.54817,                0.31778,                 1.5287,                 1.3708,                 1.5816,             0.00065181,             0.00065181,             0.00065181
                     26,                 1.1526,                0.89306,                 1.2392,                0.69941,                0.46974,                0.57067,                0.32827,                 1.5022,                 1.3788,                 1.5595,             0.00065115,             0.00065115,             0.00065115
                     27,                 1.1773,                0.94221,                 1.2786,                0.76311,                0.41723,                 0.5596,                0.32729,                 1.5255,                 1.3561,                 1.5858,             0.00065049,             0.00065049,             0.00065049
                     28,                 1.1391,                0.89167,                 1.2468,                0.74944,                0.43222,                0.52866,                0.29603,                 1.5487,                 1.3377,                 1.5818,             0.00064983,             0.00064983,             0.00064983
                     29,                 1.1345,                0.89787,                 1.2537,                0.74085,                0.44376,                   0.56,                0.31372,                 1.5616,                 1.3549,                 1.6129,             0.00064917,             0.00064917,             0.00064917
                     30,                 1.1369,                0.88943,                 1.2429,                0.66972,                0.54406,                0.57321,                0.32359,                 1.5521,                  1.359,                 1.6188,             0.00064851,             0.00064851,             0.00064851
                     31,                 1.1441,                0.88182,                  1.251,                0.73965,                0.49207,                 0.5669,                 0.3311,                 1.5379,                 1.3707,                 1.5941,             0.00064785,             0.00064785,             0.00064785
                     32,                 1.1424,                0.85926,                 1.2289,                0.60479,                0.53547,                0.55453,                 0.3204,                 1.5619,                 1.3949,                 1.6171,             0.00064719,             0.00064719,             0.00064719
                     33,                 1.1025,                0.80585,                  1.215,                0.78009,                0.45541,                0.57492,                0.32654,                 1.5405,                  1.307,                 1.5964,             0.00064653,             0.00064653,             0.00064653
                     34,                 1.0842,                0.81633,                 1.2079,                0.64153,                 0.5265,                 0.5521,                0.31652,                 1.5549,                 1.4627,                  1.587,             0.00064587,             0.00064587,             0.00064587
                     35,                 1.0645,                0.81121,                 1.1895,                0.72483,                0.44588,                 0.5555,                 0.3082,                 1.5215,                 1.3066,                 1.5891,             0.00064521,             0.00064521,             0.00064521
                     36,                 1.1252,                0.84847,                 1.2379,                0.76724,                0.50434,                0.55124,                0.32832,                 1.5451,                 1.3458,                 1.5818,             0.00064455,             0.00064455,             0.00064455
                     37,                 1.0398,                0.79446,                 1.1938,                0.58302,                0.56166,                0.55816,                0.32424,                 1.5353,                  1.311,                 1.5962,             0.00064389,             0.00064389,             0.00064389
                     38,                 1.0816,                0.79411,                 1.2267,                0.76769,                0.50527,                0.55671,                0.32131,                 1.5578,                 1.2904,                 1.6171,             0.00064323,             0.00064323,             0.00064323
                     39,                 1.0758,                0.79083,                 1.1941,                0.71915,                0.52253,                0.55587,                0.32212,                  1.574,                 1.3153,                 1.6259,             0.00064257,             0.00064257,             0.00064257
                     40,                 1.0593,                0.79988,                 1.1804,                0.73201,                0.52809,                0.55955,                0.31966,                 1.5507,                  1.379,                 1.6077,             0.00064191,             0.00064191,             0.00064191
                     41,                 1.0573,                0.75201,                 1.1711,                0.79892,                0.55577,                0.59918,                 0.3298,                 1.5492,                 1.2652,                 1.6354,             0.00064125,             0.00064125,             0.00064125
                     42,                 1.0734,                0.79955,                 1.2063,                0.67347,                0.54371,                0.56903,                0.32926,                  1.525,                 1.3265,                 1.6119,             0.00064059,             0.00064059,             0.00064059
                     43,                 1.0347,                0.76663,                 1.1633,                0.69517,                0.51429,                0.55586,                0.33204,                 1.5282,                 1.4123,                  1.594,             0.00063993,             0.00063993,             0.00063993
                     44,                 1.0121,                0.75752,                 1.1777,                0.72781,                0.46562,                0.57176,                0.34535,                 1.5385,                 1.3343,                 1.5806,             0.00063927,             0.00063927,             0.00063927
                     45,                 1.0574,                 0.7692,                  1.181,                0.75291,                 0.5323,                0.57099,                 0.3393,                 1.5597,                 1.3504,                 1.6378,             0.00063861,             0.00063861,             0.00063861
                     46,                 1.0214,                0.72477,                 1.1466,                0.75224,                0.49555,                0.55287,                0.32826,                 1.5631,                 1.3803,                 1.6265,             0.00063795,             0.00063795,             0.00063795
                     47,                0.98809,                   0.74,                 1.1741,                0.73363,                0.52712,                0.57003,                0.33609,                 1.5522,                 1.3757,                 1.6181,             0.00063729,             0.00063729,             0.00063729
                     48,                 1.0298,                0.74134,                 1.1558,                0.74761,                0.53206,                0.56569,                0.33734,                 1.5597,                 1.3864,                 1.6316,             0.00063662,             0.00063662,             0.00063662
                     49,                0.97954,                 0.6956,                 1.1505,                0.71727,                0.53493,                0.56778,                0.32873,                 1.5568,                 1.3356,                 1.6366,             0.00063596,             0.00063596,             0.00063596
                     50,                0.98068,                0.71095,                 1.1408,                0.80505,                0.52674,                 0.5833,                0.34074,                 1.5577,                 1.3698,                 1.5947,              0.0006353,              0.0006353,              0.0006353
                     51,                0.97611,                0.70856,                 1.1444,                0.72432,                0.50319,                0.56228,                0.31875,                 1.5687,                 1.3736,                 1.6102,             0.00063464,             0.00063464,             0.00063464
                     52,                0.96114,                0.69147,                  1.152,                 0.7372,                0.53238,                0.56267,                0.33201,                 1.5623,                 1.3259,                 1.6377,             0.00063398,             0.00063398,             0.00063398
                     53,                0.98795,                0.69506,                 1.1353,                0.68168,                0.53887,                0.56109,                 0.3345,                 1.5338,                 1.2707,                 1.6284,             0.00063332,             0.00063332,             0.00063332
                     54,                0.98772,                0.68823,                 1.1294,                0.74673,                0.52194,                0.57984,                0.34267,                 1.5246,                 1.3062,                 1.6038,             0.00063266,             0.00063266,             0.00063266
                     55,                0.95579,                0.67922,                  1.126,                 0.7981,                0.51379,                0.58756,                0.34668,                 1.5292,                 1.2885,                 1.5902,               0.000632,               0.000632,               0.000632
                     56,                0.93314,                0.66002,                 1.1189,                0.77829,                0.51283,                0.57113,                0.33637,                 1.5312,                 1.2739,                 1.6073,             0.00063134,             0.00063134,             0.00063134
                     57,                0.94879,                0.69876,                 1.1226,                0.80965,                0.52435,                0.58741,                0.33773,                 1.5315,                 1.3439,                 1.6219,             0.00063068,             0.00063068,             0.00063068
                     58,                0.93909,                0.64321,                 1.1054,                0.67427,                0.56656,                0.58997,                0.34701,                 1.5151,                 1.3377,                 1.5895,             0.00063002,             0.00063002,             0.00063002
                     59,                0.94766,                0.66601,                 1.1111,                0.66277,                0.56844,                0.58366,                0.34166,                 1.5344,                 1.3317,                 1.6122,             0.00062936,             0.00062936,             0.00062936
                     60,                0.95314,                0.67841,                 1.1285,                0.64413,                0.53855,                0.54999,                 0.3057,                 1.5579,                  1.412,                 1.6639,              0.0006287,              0.0006287,              0.0006287
                     61,                0.93271,                0.66665,                 1.1197,                0.69123,                0.48255,                0.54822,                0.30485,                 1.5281,                 1.2497,                 1.6051,             0.00062804,             0.00062804,             0.00062804
                     62,                0.92546,                0.64858,                  1.099,                0.76092,                0.51549,                0.57713,                0.32976,                 1.5481,                 1.2391,                 1.6396,             0.00062738,             0.00062738,             0.00062738
                     63,                0.90827,                0.63172,                 1.1011,                0.70018,                0.56755,                0.59664,                0.34513,                 1.5411,                 1.2435,                 1.6309,             0.00062672,             0.00062672,             0.00062672
                     64,                0.90963,                0.64088,                 1.1045,                0.74393,                0.54135,                0.58462,                0.33206,                 1.5481,                 1.2996,                 1.6517,             0.00062606,             0.00062606,             0.00062606
                     65,                 0.9311,                0.64611,                 1.1038,                 0.7382,                0.53477,                0.58553,                0.33232,                 1.5751,                 1.3266,                 1.6349,              0.0006254,              0.0006254,              0.0006254
                     66,                0.94419,                0.64546,                 1.0935,                0.71372,                0.54223,                 0.5819,                0.33365,                 1.5276,                 1.3042,                 1.6318,             0.00062474,             0.00062474,             0.00062474
                     67,                 0.9191,                0.64354,                 1.1012,                0.69473,                0.52635,                0.56439,                 0.3271,                 1.5034,                 1.3281,                 1.6099,             0.00062408,             0.00062408,             0.00062408
                     68,                0.89679,                0.62228,                 1.0878,                0.77637,                0.52984,                0.57877,                0.34142,                 1.5017,                  1.284,                 1.6202,             0.00062342,             0.00062342,             0.00062342
                     69,                0.90348,                 0.6132,                 1.0818,                0.75309,                0.50718,                0.56809,                0.32042,                 1.5492,                 1.2795,                 1.6429,             0.00062276,             0.00062276,             0.00062276
                     70,                 0.9023,                0.61006,                 1.0951,                0.69576,                0.55297,                0.57908,                0.33391,                 1.5289,                 1.2342,                 1.6226,              0.0006221,              0.0006221,              0.0006221
                     71,                0.89258,                0.61618,                 1.0832,                0.73698,                0.52973,                0.58573,                0.33917,                 1.5412,                 1.2367,                 1.6191,             0.00062144,             0.00062144,             0.00062144
                     72,                0.90902,                0.60959,                 1.0757,                0.69789,                0.54632,                 0.5765,                0.33586,                 1.5516,                 1.2502,                 1.6183,             0.00062078,             0.00062078,             0.00062078
                     73,                0.89215,                0.60614,                 1.0611,                0.72703,                0.56264,                0.59188,                0.34417,                 1.5554,                 1.2176,                 1.6552,             0.00062012,             0.00062012,             0.00062012
                     74,                0.86182,                0.59213,                 1.0647,                0.70264,                0.56827,                0.58706,                 0.3397,                 1.5398,                 1.2671,                 1.6601,             0.00061946,             0.00061946,             0.00061946
                     75,                0.85971,                0.59207,                 1.0778,                0.77647,                0.53482,                0.58188,                0.34228,                  1.558,                 1.3043,                 1.6707,              0.0006188,              0.0006188,              0.0006188
                     76,                0.88107,                 0.6174,                 1.0793,                0.79206,                0.52385,                0.59522,                0.34955,                 1.4978,                 1.3137,                 1.5847,             0.00061814,             0.00061814,             0.00061814
                     77,                0.88296,                0.62799,                 1.0789,                0.80073,                 0.5228,                0.58463,                0.33989,                 1.5377,                 1.2836,                 1.6299,             0.00061748,             0.00061748,             0.00061748
                     78,                0.84269,                0.58638,                 1.0682,                0.77221,                0.52418,                0.58078,                0.33819,                  1.525,                 1.3066,                 1.6228,             0.00061681,             0.00061681,             0.00061681
                     79,                0.85892,                0.58979,                  1.051,                0.73846,                0.52896,                0.57384,                0.33649,                 1.5404,                 1.2708,                 1.6363,             0.00061615,             0.00061615,             0.00061615
                     80,                0.86062,                0.58793,                 1.0507,                0.73965,                0.53167,                 0.5979,                0.34177,                  1.497,                 1.2285,                 1.5904,             0.00061549,             0.00061549,             0.00061549
                     81,                 0.8744,                0.58949,                 1.0591,                 0.7791,                0.52967,                0.58896,                 0.3506,                 1.5007,                 1.2494,                 1.6045,             0.00061483,             0.00061483,             0.00061483
                     82,                0.84435,                0.58715,                 1.0551,                0.71557,                0.53249,                0.56798,                0.33625,                 1.5374,                 1.3216,                 1.6072,             0.00061417,             0.00061417,             0.00061417
                     83,                0.83555,                0.55923,                 1.0446,                0.74885,                0.52951,                0.56878,                0.33548,                 1.5079,                 1.2817,                  1.611,             0.00061351,             0.00061351,             0.00061351
                     84,                0.84198,                0.57997,                 1.0524,                0.74314,                0.52284,                0.57939,                0.34358,                 1.5466,                 1.3021,                 1.6439,             0.00061285,             0.00061285,             0.00061285
                     85,                0.85024,                0.58201,                 1.0553,                0.72722,                0.53983,                0.57645,                0.35214,                 1.5218,                 1.2588,                 1.6247,             0.00061219,             0.00061219,             0.00061219
                     86,                0.85105,                0.57984,                 1.0689,                0.81933,                 0.5101,                 0.5827,                0.34275,                 1.5599,                 1.3355,                 1.6712,             0.00061153,             0.00061153,             0.00061153
                     87,                0.83814,                0.57634,                 1.0578,                0.79887,                0.51978,                 0.5849,                0.33943,                  1.552,                 1.3587,                 1.6355,             0.00061087,             0.00061087,             0.00061087
                     88,                0.82829,                0.56548,                 1.0456,                 0.7926,                0.52354,                0.57629,                0.33836,                 1.5417,                 1.3438,                 1.6441,             0.00061021,             0.00061021,             0.00061021
                     89,                0.81295,                0.55202,                 1.0281,                0.79454,                0.52093,                 0.5954,                0.35659,                 1.5257,                  1.239,                 1.6336,             0.00060955,             0.00060955,             0.00060955
                     90,                0.82803,                 0.5664,                  1.044,                0.74005,                0.54441,                0.58435,                0.35228,                 1.5494,                 1.2388,                 1.6584,             0.00060889,             0.00060889,             0.00060889
                     91,                0.83418,                 0.5694,                 1.0477,                0.76921,                0.52486,                0.57956,                0.33581,                 1.5624,                 1.2393,                 1.6857,             0.00060823,             0.00060823,             0.00060823
                     92,                0.84396,                0.57163,                 1.0536,                0.74795,                0.53019,                0.58156,                0.34213,                 1.5271,                 1.2653,                 1.6344,             0.00060757,             0.00060757,             0.00060757
                     93,                0.80354,                0.54545,                 1.0432,                0.83273,                0.53173,                0.60478,                0.35851,                 1.5273,                 1.2501,                 1.6307,             0.00060691,             0.00060691,             0.00060691
                     94,                0.81349,                0.55198,                 1.0503,                0.77893,                0.53852,                0.60102,                0.35952,                  1.539,                 1.2781,                 1.6401,             0.00060625,             0.00060625,             0.00060625
                     95,                0.82451,                0.55634,                 1.0355,                0.81329,                0.54158,                0.60602,                0.36218,                 1.5284,                 1.2525,                 1.6386,             0.00060559,             0.00060559,             0.00060559
                     96,                0.82204,                 0.5497,                 1.0616,                0.78614,                 0.5376,                0.59536,                0.34522,                 1.5254,                 1.2897,                 1.6301,             0.00060493,             0.00060493,             0.00060493
                     97,                0.82152,                0.55437,                 1.0436,                0.79398,                0.51506,                0.58453,                0.33424,                 1.5579,                 1.3455,                 1.6812,             0.00060427,             0.00060427,             0.00060427
                     98,                0.81774,                0.55249,                 1.0368,                0.71165,                  0.549,                0.58253,                0.33397,                 1.5805,                 1.3882,                 1.6757,             0.00060361,             0.00060361,             0.00060361
                     99,                0.80005,                0.53559,                 1.0323,                0.80127,                0.52614,                0.58272,                0.34111,                 1.5378,                 1.2816,                 1.6321,             0.00060295,             0.00060295,             0.00060295
                    100,                0.80657,                0.54858,                 1.0296,                0.81583,                0.50518,                 0.5919,                0.34223,                 1.5542,                 1.2549,                 1.6701,             0.00060229,             0.00060229,             0.00060229
                    101,                0.81467,                0.55855,                 1.0342,                0.82706,                0.51211,                0.59959,                  0.341,                 1.5888,                 1.2423,                 1.6882,             0.00060163,             0.00060163,             0.00060163
                    102,                0.78533,                0.53726,                 1.0344,                0.81388,                0.50803,                0.59158,                0.35602,                 1.5477,                 1.2665,                 1.6608,             0.00060097,             0.00060097,             0.00060097
                    103,                0.80101,                0.53275,                 1.0296,                0.75091,                0.54418,                0.59324,                0.35387,                  1.521,                 1.2348,                 1.6469,             0.00060031,             0.00060031,             0.00060031
                    104,                0.81431,                 0.5565,                 1.0325,                0.77923,                   0.53,                0.57309,                0.34284,                 1.5397,                 1.3081,                 1.6828,             0.00059965,             0.00059965,             0.00059965
                    105,                 0.8058,                0.53821,                 1.0402,                0.72373,                 0.5493,                0.57361,                0.33376,                  1.533,                 1.3022,                 1.6537,             0.00059899,             0.00059899,             0.00059899
                    106,                0.76038,                0.52003,                 1.0155,                 0.7356,                0.54765,                0.59653,                0.34292,                 1.5231,                 1.2411,                  1.655,             0.00059833,             0.00059833,             0.00059833
                    107,                0.80186,                0.53293,                 1.0222,                0.68587,                0.56451,                0.58863,                0.34329,                  1.555,                 1.2775,                 1.6873,             0.00059767,             0.00059767,             0.00059767
                    108,                0.78142,                0.52798,                 1.0267,                0.79946,                0.52147,                0.60053,                0.34049,                 1.5911,                  1.338,                 1.6897,             0.00059701,             0.00059701,             0.00059701
                    109,                0.80094,                0.53105,                 1.0114,                0.79916,                0.53007,                0.59084,                0.35505,                 1.5508,                 1.2574,                 1.6583,             0.00059634,             0.00059634,             0.00059634
                    110,                0.77492,                0.51589,                 1.0132,                0.79072,                0.56267,                0.61573,                0.36324,                 1.5394,                 1.1861,                  1.655,             0.00059568,             0.00059568,             0.00059568
                    111,                0.77293,                0.51374,                 1.0246,                0.78525,                0.53229,                0.59948,                0.35262,                 1.5665,                  1.362,                  1.695,             0.00059502,             0.00059502,             0.00059502
                    112,                0.80181,                0.53454,                 1.0154,                0.83003,                0.51618,                  0.593,                0.33987,                 1.5545,                 1.2991,                 1.6795,             0.00059436,             0.00059436,             0.00059436
                    113,                0.76038,                0.50276,                0.99965,                0.79734,                0.51629,                0.58253,                0.34216,                   1.58,                 1.2832,                 1.7279,              0.0005937,              0.0005937,              0.0005937
                    114,                0.77531,                0.51807,                 1.0207,                0.71709,                0.56305,                 0.5916,                0.35142,                 1.5425,                 1.2519,                 1.6727,             0.00059304,             0.00059304,             0.00059304
                    115,                0.77855,                0.52666,                 1.0276,                0.81606,                0.52463,                0.60345,                0.35489,                 1.5441,                 1.2302,                 1.6695,             0.00059238,             0.00059238,             0.00059238
                    116,                0.79956,                0.52285,                 1.0229,                  0.781,                0.54502,                0.60449,                0.35767,                 1.5162,                  1.192,                 1.6709,             0.00059172,             0.00059172,             0.00059172
                    117,                0.77886,                0.52538,                 1.0182,                 0.8023,                0.54565,                0.60787,                0.36411,                 1.5146,                 1.1861,                   1.68,             0.00059106,             0.00059106,             0.00059106
                    118,                0.75501,                0.50333,                 1.0043,                0.80447,                 0.5344,                0.60257,                0.35848,                 1.5462,                 1.2699,                 1.6953,              0.0005904,              0.0005904,              0.0005904
                    119,                0.74197,                0.49369,                  1.001,                0.76229,                0.53975,                0.60059,                0.35798,                 1.5132,                 1.2435,                 1.6594,             0.00058974,             0.00058974,             0.00058974
                    120,                0.73545,                0.48424,                0.99292,                 0.6918,                0.54202,                 0.5844,                0.35012,                 1.5376,                 1.3592,                 1.6655,             0.00058908,             0.00058908,             0.00058908
                    121,                 0.7537,                0.51358,                 1.0127,                0.70532,                0.56882,                0.59814,                0.35495,                  1.564,                 1.3456,                 1.7036,             0.00058842,             0.00058842,             0.00058842
                    122,                0.76314,                0.50031,                0.99533,                0.81141,                0.53476,                0.59955,                 0.3473,                 1.5598,                 1.2823,                 1.7113,             0.00058776,             0.00058776,             0.00058776
                    123,                0.79144,                0.51015,                  1.011,                0.82296,                0.52417,                0.59853,                0.35401,                 1.5059,                 1.2418,                 1.6435,              0.0005871,              0.0005871,              0.0005871
                    124,                0.76715,                0.50621,                 1.0073,                0.81905,                0.53222,                0.60864,                0.36037,                 1.5244,                 1.2557,                 1.6561,             0.00058644,             0.00058644,             0.00058644
                    125,                 0.7336,                0.50151,                 1.0135,                0.78487,                0.54023,                0.60129,                 0.3502,                 1.5303,                 1.2334,                 1.6762,             0.00058578,             0.00058578,             0.00058578
                    126,                0.76457,                0.50728,                 1.0024,                0.74316,                0.55328,                0.60083,                0.35617,                 1.5377,                  1.255,                 1.6886,             0.00058512,             0.00058512,             0.00058512
                    127,                0.75268,                0.50681,                 1.0177,                0.75998,                0.55253,                0.59822,                0.35884,                 1.5384,                 1.2561,                 1.6768,             0.00058446,             0.00058446,             0.00058446
                    128,                0.75074,                 0.5093,                 1.0206,                0.73124,                0.57179,                 0.6046,                0.36171,                  1.534,                 1.1932,                 1.6798,              0.0005838,              0.0005838,              0.0005838
                    129,                0.75306,                0.49509,                0.99811,                0.80817,                0.53125,                0.60846,                0.35784,                 1.5275,                 1.2157,                 1.6569,             0.00058314,             0.00058314,             0.00058314
                    130,                0.73426,                0.48941,                0.99965,                0.77389,                0.53167,                 0.6031,                0.36217,                 1.5259,                 1.3032,                 1.6712,             0.00058248,             0.00058248,             0.00058248
                    131,                0.74588,                 0.5036,                0.98899,                0.74409,                0.55226,                0.59419,                0.35798,                 1.5468,                 1.3224,                  1.702,             0.00058182,             0.00058182,             0.00058182
                    132,                0.77545,                0.50559,                 1.0065,                0.76274,                0.54474,                 0.5851,                 0.3476,                 1.5499,                 1.3001,                 1.7011,             0.00058116,             0.00058116,             0.00058116
                    133,                0.75077,                0.50552,                0.99809,                0.74144,                 0.5572,                0.59946,                0.35184,                  1.515,                 1.2776,                 1.6768,              0.0005805,              0.0005805,              0.0005805
                    134,                0.74799,                0.50475,                 1.0087,                0.76167,                0.52931,                0.58796,                 0.3498,                 1.5343,                 1.2894,                 1.6819,             0.00057984,             0.00057984,             0.00057984
                    135,                 0.7544,                 0.5025,                 1.0122,                0.79528,                0.52339,                0.60161,                0.35032,                 1.5442,                  1.281,                 1.6611,             0.00057918,             0.00057918,             0.00057918
                    136,                0.73284,                0.48471,                 0.9865,                 0.7228,                0.55778,                0.60644,                0.35565,                 1.5507,                 1.2204,                 1.6844,             0.00057852,             0.00057852,             0.00057852
                    137,                0.73844,                0.48194,                 1.0006,                0.73422,                0.57104,                0.60296,                0.35327,                 1.5466,                 1.2294,                 1.7026,             0.00057786,             0.00057786,             0.00057786
                    138,                0.73306,                0.48932,                  1.004,                0.67724,                0.56738,                0.59402,                 0.3532,                 1.5261,                 1.3096,                 1.6744,              0.0005772,              0.0005772,              0.0005772
                    139,                0.73404,                 0.4847,                0.99727,                0.71597,                0.54631,                 0.5851,                0.34125,                 1.4988,                 1.3337,                 1.6378,             0.00057653,             0.00057653,             0.00057653
                    140,                0.73347,                0.48489,                0.98858,                 0.7442,                0.53544,                0.58818,                0.33817,                 1.5256,                 1.2715,                 1.6691,             0.00057587,             0.00057587,             0.00057587
                    141,                0.69973,                0.47331,                0.97571,                0.77348,                0.53667,                0.58706,                0.34302,                 1.5217,                 1.2624,                 1.6975,             0.00057521,             0.00057521,             0.00057521
                    142,                0.72571,                0.48337,                0.98677,                0.75997,                0.54498,                0.59339,                0.35361,                 1.5509,                 1.2807,                  1.706,             0.00057455,             0.00057455,             0.00057455
                    143,                0.73267,                0.50037,                 1.0012,                0.75206,                0.54626,                0.60131,                0.36093,                 1.5254,                 1.2612,                  1.677,             0.00057389,             0.00057389,             0.00057389
                    144,                0.71936,                0.48522,                0.99808,                0.80899,                0.51824,                0.59321,                0.35281,                 1.5182,                 1.2564,                 1.6957,             0.00057323,             0.00057323,             0.00057323
                    145,                0.69588,                0.45959,                0.97442,                0.75852,                0.54392,                0.60345,                0.34919,                 1.5468,                 1.3163,                 1.7135,             0.00057257,             0.00057257,             0.00057257
                    146,                0.72132,                0.47861,                0.99463,                0.79085,                0.53156,                0.59414,                0.35429,                 1.5303,                 1.3024,                 1.6788,             0.00057191,             0.00057191,             0.00057191
                    147,                0.70997,                0.46638,                0.99083,                0.77269,                0.52948,                0.59457,                0.34869,                 1.5396,                  1.338,                 1.6847,             0.00057125,             0.00057125,             0.00057125
                    148,                0.73534,                0.49217,                0.98481,                0.72472,                0.55585,                0.59915,                0.35267,                  1.531,                 1.3032,                 1.6908,             0.00057059,             0.00057059,             0.00057059
                    149,                0.71586,                0.46961,                0.98388,                0.76688,                0.54349,                0.60215,                0.36052,                 1.5065,                 1.2852,                 1.6712,             0.00056993,             0.00056993,             0.00056993
                    150,                0.68508,                0.46268,                0.98182,                 0.7501,                0.54422,                0.59492,                0.35393,                 1.5161,                 1.2777,                 1.6781,             0.00056927,             0.00056927,             0.00056927
                    151,                0.71663,                0.47476,                0.99419,                0.73271,                0.55528,                0.59314,                0.33937,                 1.5304,                 1.2976,                 1.6922,             0.00056861,             0.00056861,             0.00056861
                    152,                0.72104,                0.48468,                0.98141,                0.73528,                0.53875,                0.59498,                0.34818,                 1.5153,                 1.2536,                 1.6591,             0.00056795,             0.00056795,             0.00056795
                    153,                0.69525,                0.46601,                0.98202,                 0.7838,                0.52687,                0.59515,                0.35053,                 1.5163,                  1.248,                 1.6872,             0.00056729,             0.00056729,             0.00056729
