                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.68601,                0.45912,                0.98094,                0.79852,                0.51891,                0.59745,                0.35568,                 1.5209,                 1.2313,                 1.6821,             0.00056663,             0.00056663,             0.00056663
                    155,                0.71866,                0.47845,                 0.9933,                0.80987,                0.53031,                0.59374,                0.35584,                 1.5104,                 1.1928,                 1.6965,             0.00056597,             0.00056597,             0.00056597
                    156,                 0.7131,                0.46361,                 0.9657,                 0.7916,                0.52972,                 0.6004,                0.36268,                 1.4748,                 1.2701,                 1.6516,             0.00056531,             0.00056531,             0.00056531
                    157,                0.70923,                0.46274,                0.98653,                0.77452,                0.55347,                0.60803,                0.35687,                 1.5288,                 1.2896,                 1.6961,             0.00056465,             0.00056465,             0.00056465
                    158,                0.69516,                0.45988,                0.97976,                0.79875,                0.53243,                0.60678,                0.35388,                 1.5302,                 1.2829,                 1.6789,             0.00056399,             0.00056399,             0.00056399
                    159,                0.70635,                0.46304,                0.96916,                 0.8163,                 0.5246,                0.59508,                0.34972,                 1.5168,                 1.2636,                 1.6628,             0.00056333,             0.00056333,             0.00056333
                    160,                0.69013,                0.45267,                0.97424,                0.78296,                 0.5415,                0.59395,                0.34951,                 1.5143,                 1.2851,                 1.6602,             0.00056267,             0.00056267,             0.00056267
                    161,                0.69163,                 0.4588,                0.98486,                0.77369,                0.53427,                0.60427,                0.35184,                 1.5252,                 1.3404,                 1.6771,             0.00056201,             0.00056201,             0.00056201
                    162,                0.68744,                0.44978,                0.97199,                0.78578,                0.54348,                0.59716,                0.35142,                 1.5081,                  1.331,                 1.7009,             0.00056135,             0.00056135,             0.00056135
                    163,                0.73819,                0.48129,                0.98889,                0.82666,                0.52134,                0.60614,                 0.3466,                 1.5375,                 1.3034,                 1.7257,             0.00056069,             0.00056069,             0.00056069
                    164,                0.71715,                0.46832,                0.97371,                0.83991,                0.50582,                0.59138,                0.33937,                 1.5318,                 1.2725,                 1.6917,             0.00056003,             0.00056003,             0.00056003
                    165,                0.68794,                0.45536,                0.97488,                0.79594,                0.52442,                0.59425,                0.34513,                 1.5208,                 1.2453,                 1.6627,             0.00055937,             0.00055937,             0.00055937
                    166,                0.68054,                 0.4548,                0.97217,                0.79704,                0.52184,                0.59143,                0.34792,                 1.5251,                 1.2637,                 1.6839,             0.00055871,             0.00055871,             0.00055871
                    167,                0.70053,                0.45989,                0.96369,                 0.7635,                0.53025,                0.59161,                0.35812,                 1.5354,                 1.3083,                 1.7188,             0.00055805,             0.00055805,             0.00055805
